,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
11323,ESPN NFL Primetime 2002,PS2,2001,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08,65.0,8.0,tbd,,Konami,E
11324,Zoids: Legacy,GBA,2003,Role-Playing,Tomy Corporation,0.06,0.02,0.0,0.0,0.08,,,8.9,9.0,Amedio,E
11325,Kidou Senshi Gundam 00,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11326,Nano Assault,3DS,2011,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08,75.0,8.0,7.7,18.0,Shin'en,E10+
11327,Captain America: Super Soldier,3DS,2011,Action,Sega,0.05,0.02,0.0,0.01,0.08,51.0,9.0,5,6.0,High Voltage Software,T
11328,Onimusha Tactics,GBA,2003,Strategy,Capcom,0.06,0.02,0.0,0.0,0.08,64.0,21.0,8.7,7.0,Capcom,T
11329,Bomberman Jetters,GC,2002,Puzzle,Hudson Soft,0.06,0.02,0.0,0.0,0.08,70.0,21.0,7.9,10.0,Hudson,E
11330,Nikoli's Pencil Puzzle,3DS,2011,Puzzle,Hudson Soft,0.05,0.03,0.0,0.01,0.08,61.0,7.0,tbd,,NATSUME ATARI Inc.,E
11331,TOCA Race Driver 3,PS2,2006,Racing,Codemasters,0.04,0.03,0.0,0.01,0.08,82.0,26.0,7.2,15.0,Codemasters,E10+
11332,Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,31.0,6.0,5,11.0,Digital Leisure Inc.,T
11333,Deadliest Catch: Sea of Chaos,PS3,2010,Sports,Crave Entertainment,0.08,0.0,0.0,0.01,0.08,48.0,8.0,tbd,,Crave,E10+
11334,Pac-Man Power Pack,PS2,2008,Misc,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,,,tbd,,Namco Bandai Games America,E
11335,How to Train Your Dragon 2,WiiU,2014,Adventure,Little Orbit,0.03,0.05,0.0,0.01,0.08,47.0,4.0,4.9,7.0,Torus Games,E10+
11336,Blacksite: Area 51,PS3,2007,Shooter,Midway Games,0.07,0.01,0.0,0.01,0.08,56.0,23.0,6.3,18.0,Midway Studios - Austin,T
11337,Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,Ubisoft,0.04,0.03,0.0,0.01,0.08,73.0,10.0,7.3,7.0,Disney Interactive,E
11338,Ultimate Brain Games,GBA,2003,Misc,Telegames,0.06,0.02,0.0,0.0,0.08,80.0,9.0,8.3,7.0,Cosmigo,E
11339,Charm Girls Club: My Fashion Show,DS,0,Simulation,Unknown,0.08,0.0,0.0,0.01,0.08,,,tbd,,Electronic Arts,E
11340,Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.03,0.03,0.0,0.02,0.08,,,2,13.0,Exient Entertainment,E
11341,Exit,PSP,2005,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08,77.0,36.0,7.7,13.0,Taito Corporation,E
11342,Armorines: Project S.W.A.R.M.,PS,2000,Shooter,Acclaim Entertainment,0.05,0.03,0.0,0.01,0.08,,,,,,
11343,Gundam Seed: Battle Assault,GBA,2004,Fighting,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,,,,,,
11344,Harvey Birdman: Attorney at Law,Wii,2008,Adventure,Capcom,0.08,0.0,0.0,0.01,0.08,60.0,28.0,7.8,5.0,High Voltage Software,T
11345,Chibi Maruko-Chan: Harikiri 365-Nichi no Maki,SNES,1991,Misc,Epoch,0.0,0.0,0.08,0.0,0.08,,,,,,
11346,The Voice,X360,2014,Action,Activision,0.07,0.0,0.0,0.01,0.08,,,,,,
11347,SaGa 3: Jikuu no Hasha - Shadow or Light,DS,2011,Role-Playing,Square Enix,0.0,0.0,0.08,0.0,0.08,,,,,,
11348,Thomas & Friends: Hero of the Rails,DS,2010,Misc,Unknown,0.0,0.07,0.0,0.01,0.08,,,,,,
11349,The Secret Saturdays: Beasts of the 5th Sun,DS,2009,Action,D3Publisher,0.08,0.0,0.0,0.01,0.08,60.0,5.0,tbd,,OneNine Studios,E10+
11350,Wonder World Amusement Park,DS,2009,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08,,,tbd,,Coyote Console,E
11351,Famicom Mini: Adventure Island,GBA,2004,Action,Hudson Soft,0.0,0.0,0.08,0.0,0.08,,,,,,
11352,Aliens versus Predator: Extinction,XB,2003,Strategy,Electronic Arts,0.06,0.02,0.0,0.0,0.08,64.0,19.0,7.7,21.0,Zono Inc.,T
11353,Bejeweled 3,PC,2010,Puzzle,PopCap Games,0.02,0.05,0.0,0.01,0.08,82.0,27.0,8.1,86.0,PopCap,E
11354,RTX Red Rock,PS2,2003,Shooter,LucasArts,0.04,0.03,0.0,0.01,0.08,49.0,23.0,5,4.0,LucasArts,T
11355,Tokimeki Memorial: Girl's Side,PS2,2002,Adventure,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11356,FIFA Street 2,XB,2006,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,63.0,30.0,7.1,9.0,EA Canada,E
11357,Smart Bomb,PSP,2005,Puzzle,Eidos Interactive,0.07,0.0,0.0,0.01,0.08,45.0,19.0,5.4,5.0,Core Design Ltd.,E10+
11358,Edna & Harvey: Harvey's New Eyes,PC,2011,Adventure,Rondomedia,0.0,0.07,0.0,0.01,0.08,,,,,,
11359,Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08,77.0,20.0,8.8,15.0,Amusement Vision,T
11360,Shining Soul II,GBA,2003,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08,74.0,18.0,8.3,9.0,Grasshopper Manufacture,E
11361,Orega Kantoku Da! Gekitou Pennant Race,PS2,2000,Sports,Enix Corporation,0.0,0.0,0.08,0.0,0.08,,,,,,
11362,Guilty Gear XX Accent Core Plus,PSP,2008,Fighting,PQube,0.03,0.01,0.04,0.01,0.08,,,6.7,9.0,Arc System Works,T
11363,The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,66.0,11.0,6.3,67.0,HB Studios Multimedia,E
11364,Hello Kitty: Roller Rescue,GC,2005,Action,Empire Interactive,0.06,0.02,0.0,0.0,0.08,64.0,14.0,6.8,6.0,Xpec,E
11365,Jikkyou Powerful Pro Yakyuu 12,GC,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11366,Metal Slug Advance,GBA,2004,Shooter,Ignition Entertainment,0.06,0.02,0.0,0.0,0.08,79.0,32.0,8.3,14.0,Noise Factory,T
11367,Pac-Man World Rally,GC,2006,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,57.0,10.0,7.8,4.0,Smart Bomb Interactive,E
11368,Gradius Galaxies,GBA,2001,Shooter,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08,78.0,17.0,tbd,,Mobile 21,E
11369,Blazing Angels: Squadrons of WWII,XB,2006,Simulation,Ubisoft,0.06,0.02,0.0,0.0,0.08,69.0,19.0,6.8,4.0,Ubisoft Romania,T
11370,God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,70.0,18.0,7.8,44.0,"Shift, Bandai Namco Games",T
11371,Mortal Kombat Kollection,PS2,2008,Fighting,Midway Games,0.04,0.03,0.0,0.01,0.08,,,tbd,,Midway,M
11372,NHL 2K7,X360,2006,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,78.0,51.0,7.9,166.0,Kush Games,E10+
11373,LEGO Soccer Mania,PS2,2002,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.08,61.0,8.0,tbd,,Silicon Dreams,E
11374,Blades of Blood: Samurai Shodown III,PS,1995,Fighting,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.08,,,,,,
11375,MotoGP 14 ,X360,2014,Racing,Milestone S.r.l.,0.04,0.03,0.0,0.01,0.08,,,tbd,,Milestone S.r.l,E
11376,Gundam the 3D Battle,3DS,2011,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,Namco Bandai Games,
11377,Air Conflicts: Secret Wars,X360,2011,Simulation,bitComposer Games,0.06,0.02,0.0,0.01,0.08,61.0,14.0,tbd,,Games Farm,T
11378,Face Racers: Photo Finish,3DS,0,Racing,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08,,,tbd,,Renegade Kid,E
11379,Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,0.08,0.0,0.0,0.01,0.08,48.0,6.0,7.1,7.0,Gameloft,T
11380,Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08,90.0,18.0,7.6,312.0,Yacht Club Games,E
11381,Godzilla Generations,DC,1998,Action,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
11382,Strider 2,PS,2000,Platform,Virgin Interactive,0.05,0.03,0.0,0.01,0.08,69.0,15.0,8.1,11.0,Capcom,E
11383,Forbidden Siren 2,PS2,2006,Action,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11384,Board Game Classics,GBA,2005,Misc,"Destination Software, Inc",0.06,0.02,0.0,0.0,0.08,,,tbd,,Black Lantern Studios,E
11385,Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,69.0,16.0,6.8,10.0,Novarama,E10+
11386,Midnight Play! Pack,DS,2008,Misc,Ubisoft,0.08,0.0,0.0,0.01,0.08,,,,,,
11387,Junior Mystery Quest,DS,2011,Puzzle,GSP,0.07,0.01,0.0,0.01,0.08,,,tbd,,Maximum Family Games,E
11388,Death Jr. and the Science Fair of Doom,DS,2007,Platform,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.08,47.0,23.0,7.5,6.0,Foundation 9 Entertainment,E10+
11389,101-in-1 Sports Megamix,DS,2010,Sports,Nordcurrent,0.08,0.0,0.0,0.01,0.08,,,tbd,,Nordcurrent,E10+
11390,Shin Megami Tensei: Digital Devil Saga 2,PS2,2005,Role-Playing,Ghostlight,0.04,0.03,0.0,0.01,0.08,82.0,38.0,7.9,38.0,Atlus Co.,M
11391,Pro Evolution Soccer 2013,PC,2012,Sports,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.08,80.0,8.0,6.9,182.0,Konami,E
11392,Transformers: Devastation,PS3,2015,Action,Activision,0.03,0.04,0.0,0.01,0.08,,,7.1,17.0,PlatinumGames,T
11393,Playmobil Pirates,DS,2009,Action,Mindscape,0.07,0.0,0.0,0.01,0.08,,,tbd,,Dreamcatcher,E10+
11394,Zatch Bell! Mamodo Battles,PS2,2005,Fighting,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,,,,,,
11395,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,2011,Action,THQ,0.04,0.03,0.0,0.01,0.08,,,,,,
11396,Wildlife Park 3,PC,2011,Simulation,bitComposer Games,0.0,0.07,0.0,0.01,0.08,,,tbd,,B-Alive,
11397,Get Fit with Mel B,Wii,2010,Sports,Black Bean Games,0.03,0.04,0.0,0.01,0.08,,,tbd,,Lightning Fish Games,E
11398,Battleborn,PC,2016,Shooter,Take-Two Interactive,0.04,0.04,0.0,0.01,0.08,69.0,34.0,6.9,400.0,Gearbox Software,T
11399,Dream Day: Wedding Destinations,DS,2009,Simulation,THQ,0.08,0.0,0.0,0.01,0.08,,,tbd,,THQ,E
11400,Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.08,46.0,6.0,7.3,6.0,AWE Games,T
11401,Cloudy With a Chance of Meatballs,PSP,2009,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,tbd,,Ubisoft Shanghai,E
11402,Iron Man / X-O Manowar in Heavy Metal,PS,1996,Platform,Acclaim Entertainment,0.05,0.03,0.0,0.01,0.08,,,,,,
11403,Kamen Rider: Travelers Senki,3DS,2013,Action,Seventh Chord,0.0,0.0,0.08,0.0,0.08,,,,,,
11404,Derby Stallion 98,SNES,1998,Sports,ASCII Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11405,Pimp My Ride: Street Racing,PS2,2009,Racing,Activision,0.04,0.03,0.0,0.01,0.08,,,,,,
11406,Pretty Rhythm: My Deco Rainbow Wedding,3DS,2013,Misc,Takara Tomy,0.0,0.0,0.08,0.0,0.08,,,,,,
11407,Robotron X,PS,1996,Shooter,GT Interactive,0.05,0.03,0.0,0.01,0.08,,,,,,
11408,Naruto Shippuden: Shinobi Rumble,DS,2010,Fighting,Takara Tomy,0.03,0.0,0.05,0.0,0.08,,,tbd,,Takara Tomy,T
11409,Martian Panic,Wii,2010,Adventure,Unknown,0.08,0.0,0.0,0.0,0.08,,,tbd,,N-Fusion Interactive Entertainment Corp.,T
11410,J-League Winning Eleven 2009: Club Championship,PS2,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11411,Don King Boxing,DS,2009,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,71.0,4.0,7.8,5.0,Venom Games,T
11412,Build 'n Race,Wii,2009,Racing,Zoo Games,0.08,0.0,0.0,0.01,0.08,,,tbd,,Icon Games,E
11413,Grand Prix Challenge,PS2,2002,Racing,Atari,0.04,0.03,0.0,0.01,0.08,76.0,9.0,9.2,9.0,Atari,E
11414,Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,2009,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11415,Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.03,0.0,0.05,0.01,0.08,,,,,,
11416,FIFA Soccer 2005,GBA,2004,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,4.0,7.8,5.0,EA Canada,E
11417,PoPoLoCrois (JP sales),PSP,2005,Role-Playing,Ignition Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11418,ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,0.04,0.03,0.0,0.01,0.08,35.0,18.0,4.8,27.0,Rebellion,M
11419,Ken to Mahou to Gakuen Mono. 2,PSP,2009,Role-Playing,Acquire,0.0,0.0,0.08,0.0,0.08,,,,,,
11420,Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.07,0.0,0.0,0.02,0.08,77.0,22.0,6.1,55.0,Digital Eclipse,E
11421,Knights Contract,PS3,2011,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,51.0,37.0,6,8.0,Game Republic,M
11422,Kaijuu Busters Powered,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11423,NHL 06,GC,2005,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,78.0,18.0,9.3,7.0,EA Canada,E10+
11424,The Spiderwick Chronicles,DS,2008,Action,Vivendi Games,0.07,0.0,0.0,0.01,0.08,60.0,8.0,tbd,,Stormfront Studios,E10+
11425,Initial D: Extreme Stage,PS3,2008,Racing,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
11426,Pinobee: Wings of Adventure,GBA,2001,Platform,Hudson Entertainment,0.06,0.02,0.0,0.0,0.08,61.0,8.0,tbd,,Artoon,E
11427,Touch Mechanic,DS,2008,Simulation,Nintendo,0.08,0.0,0.0,0.01,0.08,54.0,5.0,tbd,,Kando Games,E
11428,State of Emergency 2,PS2,2006,Shooter,SouthPeak Games,0.04,0.03,0.0,0.01,0.08,44.0,36.0,5.8,15.0,DC Studios,M
11429,Sushi Academy,DS,2009,Action,DTP Entertainment,0.08,0.0,0.0,0.01,0.08,,,tbd,,DTP Entertainment,E
11430,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,Role-Playing,Banpresto,0.0,0.0,0.08,0.0,0.08,,,,,,
11431,One Piece: Romance Dawn - Bouken no Yoake,3DS,2013,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11432,I Am In The Movie,Wii,2012,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11433,Fatal Frame III: The Tormented,PS2,2005,Action,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,78.0,46.0,8.9,58.0,Tecmo,M
11434,Zero: Tsukihami no Kamen,Wii,0,Action,Nintendo,0.0,0.0,0.08,0.0,0.08,,,,,Grasshopper Manufacture,
11435,Seven Samurai 20XX,PS2,2004,Action,Sega,0.04,0.03,0.0,0.01,0.08,52.0,31.0,7,6.0,Dimps Corporation,T
11436,Generator Rex: Agent of Providence,Wii,2011,Action,Activision,0.06,0.01,0.0,0.01,0.08,,,tbd,,Virtuos,E10+
11437,Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,0.0,0.07,0.0,0.0,0.08,65.0,5.0,5.6,8.0,WayForward,E10+
11438,Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,0.02,0.05,0.0,0.01,0.08,36.0,8.0,3.7,77.0,Piranha Bytes,M
11439,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,2008,Misc,D3Publisher,0.0,0.0,0.08,0.0,0.08,,,,,,
11440,Transformers: Devastation,X360,2015,Action,Activision,0.06,0.01,0.0,0.01,0.08,,,8.4,25.0,PlatinumGames,T
11441,Jikkyou Powerful Pro Yakyuu 15,Wii,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11442,Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,62.0,12.0,8,6.0,Loose Cannon Studios,E10+
11443,Ninjabread Man,Wii,2007,Action,Popcorn Arcade,0.07,0.0,0.0,0.01,0.08,20.0,6.0,1.7,52.0,Data Design Interactive,E
11444,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08,78.0,25.0,8,11.0,Ubisoft,T
11445,DanceDanceRevolution,X360,2011,Simulation,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.08,,,tbd,,Konami,E10+
11446,Battlefield 2,PC,2005,Shooter,Electronic Arts,0.0,0.07,0.0,0.01,0.08,91.0,55.0,8.4,837.0,Digital Illusions,T
11447,Slayers Royal,PS,1998,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.01,0.08,,,,,,
11448,Swingerz Golf,GC,2002,Sports,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,72.0,11.0,9.3,4.0,Telenet,E
11449,Pro Evolution Soccer 2008 (JP sales),DS,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11450,Murder in Venice,DS,2011,Adventure,City Interactive,0.05,0.02,0.0,0.01,0.08,,,tbd,,City Interactive,E10+
11451,Titanfall 2,PC,2016,Shooter,Electronic Arts,0.03,0.04,0.0,0.01,0.08,85.0,27.0,8,488.0,Respawn Entertainment,M
11452,Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,0.06,0.01,0.0,0.01,0.08,85.0,15.0,7.4,35.0,Arc System Works,T
11453,Supremacy MMA,X360,2011,Fighting,505 Games,0.05,0.02,0.0,0.01,0.08,49.0,17.0,6.2,11.0,Kung Fu Factory,M
11454,Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,2013,Misc,Takara Tomy,0.0,0.0,0.08,0.0,0.08,,,,,,
11455,The King of Fighters 2006,PS2,2006,Fighting,Ignition Entertainment,0.01,0.01,0.05,0.0,0.08,66.0,23.0,8.6,17.0,SNK Playmore,T
11456,The Hidden,3DS,0,Adventure,Unknown,0.08,0.0,0.0,0.01,0.08,,,4.2,5.0,1st Playable Productions,E10+
11457,Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,70.0,7.0,8.8,6.0,Koei,T
11458,FIFA Soccer 2003,GC,2002,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,86.0,12.0,7.8,10.0,EA Canada,E
11459,DaGeDar,DS,2011,Action,GameMill Entertainment,0.08,0.0,0.0,0.01,0.08,,,tbd,,Black Lantern Studios,E
11460,Little League World Series Baseball 2010,PS3,2010,Sports,Activision,0.07,0.0,0.0,0.01,0.08,61.0,4.0,tbd,,Now Production,E
11461,Outlaw Golf,GC,2002,Sports,TDK Mediactive,0.06,0.02,0.0,0.0,0.08,69.0,14.0,tbd,,Hypnotix,T
11462,Steins;Gate: Hiyoku Renri no Darling,X360,2011,Adventure,5pb,0.0,0.0,0.08,0.0,0.08,,,,,,
11463,Major League Baseball 2K11,PC,2011,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,74.0,5.0,5.9,16.0,Visual Concepts,E
11464,King's Field (Japan),PS,1994,Role-Playing,From Software,0.0,0.0,0.08,0.01,0.08,,,,,,
11465,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995,Sports,Crystal Dynamics,0.04,0.03,0.0,0.01,0.08,,,,,,
11466,Petz: Dogz Family,PSP,2009,Simulation,Ubisoft,0.05,0.02,0.0,0.01,0.08,,,tbd,,Osaka Studio,E
11467,My English Coach: Para Hispanoparlantes,DS,2009,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,tbd,,Ubisoft,E
11468,ToraDora Portable!,PSP,2009,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11469,The Italian Job,XB,2003,Racing,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,54.0,22.0,5.8,5.0,Climax Group,T
11470,Smuggler's Run: Warzones,GC,2002,Misc,Take-Two Interactive,0.06,0.02,0.0,0.0,0.08,79.0,23.0,6.9,11.0,Rockstar San Diego,T
11471,SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,The Adventure Company,0.07,0.01,0.0,0.01,0.08,56.0,7.0,7.8,4.0,Kheops Studio,E
11472,Warriors Orochi 3 Hyper,WiiU,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,64.0,18.0,7.4,31.0,Omega Force,T
11473,Diva Girls: Divas on Ice,Wii,2009,Sports,505 Games,0.07,0.0,0.0,0.01,0.08,,,tbd,,Arc System Works,E
11474,NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08,69.0,13.0,3,13.0,SCEA San Diego Studios,E
11475,Kaidan Restaurant: Ura Menu 100-Sen,DS,2010,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11476,Qubed,X360,2009,Puzzle,Atari,0.07,0.0,0.0,0.01,0.08,,,tbd,,Q Entertainment,E
11477,R/C Stunt Copter,PS,1998,Simulation,Interplay,0.04,0.03,0.0,0.01,0.08,,,,,,
11478,Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11479,Cartoon Network: Punch Time Explosion XL,Wii,2011,Fighting,Crave Entertainment,0.07,0.01,0.0,0.01,0.08,,,,,,
11480,Final Fantasy VI,PS,1999,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.08,0.01,0.08,,,,,,
11481,PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.03,0.03,0.0,0.01,0.08,51.0,6.0,3.1,7.0,"Namco Bandai Games, Monkey Bar Games",E10+
11482,WSC Real 11: World Snooker Championship,PS3,2011,Sports,Koch Media,0.0,0.06,0.0,0.02,0.08,,,,,,
11483,Pop'n Music,Wii,2009,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,,,tbd,,Konami,E
11484,Jikkyou Powerful Major League 2009,PS2,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11485,Space Channel 5 Special Edition,PS2,2003,Misc,Agetec,0.04,0.03,0.0,0.01,0.08,79.0,16.0,8.6,10.0,UGA,T
11486,The Legend of Alon D'ar,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.08,43.0,14.0,6.7,10.0,Stormfront Studios,T
11487,Uta no Prince-Sama: All Star After Secret,PSP,2015,Action,Broccoli,0.0,0.0,0.08,0.0,0.08,,,,,,
11488,The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.05,0.0,0.02,0.08,,,5.4,14.0,The Sims Studio,T
11489,Black/Matrix,SAT,1998,Strategy,NEC Interchannel,0.0,0.0,0.08,0.0,0.08,,,,,,
11490,My Friends,DS,2009,Misc,Oxygen Interactive,0.07,0.0,0.0,0.01,0.08,,,tbd,,Oxygen Interactive,E
11491,Big Mutha Truckers,GC,2003,Racing,Empire Interactive,0.06,0.02,0.0,0.0,0.08,63.0,5.0,8.2,6.0,Eutechnyx,T
11492,Man vs. Wild,PS3,2010,Action,Abylight,0.07,0.0,0.0,0.01,0.08,,,,,,
11493,The King of Fighters '96,PS,1997,Fighting,SNK,0.0,0.0,0.07,0.01,0.08,,,,,,
11494,Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,62.0,9.0,tbd,,Krome Studios,E10+
11495,Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08,73.0,22.0,9,22.0,Monolith Soft,T
11496,Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,0.02,0.05,0.0,0.01,0.08,52.0,24.0,5.8,320.0,City Interactive,M
11497,Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,0.07,0.01,0.0,0.01,0.08,46.0,33.0,5.2,12.0,K2 LLC,M
11498,NHL Breakaway 99,N64,1998,Sports,Acclaim Entertainment,0.07,0.01,0.0,0.0,0.08,,,,,,
11499,Tony Hawk's Pro Skater 3,N64,2002,Sports,Activision,0.06,0.02,0.0,0.0,0.08,,,,,,
11500,Iggy's Reckin' Balls,N64,1998,Racing,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,,,,,,
11501,The Space Bar,SAT,1996,Adventure,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
11502,Bust-A-Move 2 Arcade Edition,N64,1997,Puzzle,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,,,,,,
11503,Knife Edge: NoseGunner,N64,1998,Shooter,Mitsui,0.06,0.02,0.0,0.0,0.08,,,,,,
11504,Wetrix,N64,1998,Puzzle,Ocean,0.06,0.02,0.0,0.0,0.08,,,,,,
11505,EyeCreate,PS3,2007,Misc,Sony Computer Entertainment,0.0,0.07,0.0,0.01,0.08,,,,,,
11506,Samurai Western,PS2,2004,Action,505 Games,0.04,0.03,0.0,0.01,0.08,58.0,34.0,7.6,5.0,Acquire,M
11507,Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,40.0,15.0,6.8,13.0,Red Tribe,E10+
11508,Line Rider 2: Unbound,DS,2008,Puzzle,Deep Silver,0.07,0.0,0.0,0.01,0.08,59.0,23.0,5.6,5.0,InXile Entertainment,E
11509,Princess in Love,DS,2009,Simulation,DTP Entertainment,0.07,0.0,0.0,0.01,0.08,,,tbd,,THQ,E
11510,Harry Potter and the Sorcerer's Stone,GC,2003,Action,Electronic Arts,0.06,0.02,0.0,0.0,0.08,62.0,11.0,8.3,6.0,Warthog,E
